title,genre,overview
A Christmas Carol (2009),family,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption."
A Christmas Gift from Bob (2020),"drama, family","James Bowen finds himself the target of an animal welfare investigation that threatens to take away his beloved cat, Bob, at Christmas."
A Christmas Prince (2017),"comedy, family, romance","When a reporter goes undercover as a nanny to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?"
A Christmas Prince: The Royal Baby (2019),"family, romance","Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must help her family and kingdom by finding a missing peace treaty."
A Christmas Prince: The Royal Wedding (2018),"comedy, drama, romance","A year after Amber helped Richard secure the crown. The two are set to tie the knot in a royal Christmas wedding — but their plans are jeopardized when Amber finds herself second-guessing whether or not she's cut out to be queen, and Richard is faced with a political crisis that threatens to tarnish not only the holiday season but the future of the kingdom."
A Christmas Princess (2019),romance,"A struggling chef living in a trendy New York borough, Jessica took over a small restaurant where she used to work as a waitress, but it's growing tough to make ends meet. Prince Jack, who's in the city for his family's annual Christmas charity dinner, finds himself in need of a last-minute chef for the royal event when he meets Jessica. As their relationship evolves and a romance blooms, so do the obstacles. But as the event arrives, she decides to go through with the dinner, and may just get the best Christmas present of all… love."
A Cinderella Story (2004),"comedy, family, romance","Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance."
A Classic Horror Story (2021),horror,"Five people travelling by camper crash into a tree. When they recover, the road they were driving on has been replaced by an impenetrable forest and a wooden house."
A Condition Called Love (2024),"animation, anime, drama","High school freshman Hotaru Hinase has a vibrant life full of family and friendship, but not much luck in romance. That all changes when she makes a warm gesture to her handsome and heartbroken classmate, Hananoi, leading to him asking her out and her becoming flustered. Witness a girl who grapples with the enigma of love and a boy who is heavy handed with it."
A Copenhagen Love Story (2025),romance,"After author Mia finds love with single father Emil, their happiness is put to the test as they undergo fertility treatments to have kids of their own."
A Couple of Cuckoos (2022),"animation, anime, comedy","16-year-old super-studier Nagi Umino, second-year student at the Megurogawa Academy high school, was switched at birth. On his way to a dinner to meet his birth parents, he accidentally meets the brash, outspoken, Erika Amano, who is determined to make Nagi her fake boyfriend as she never wants to actually marry. But once Nagi makes it to dinner, he finds his parents have decided to resolve the hospital switch by conveniently having him marry the daughter his birth parents raised...who turns out to be none other than Erika herself!"
A Cure for Wellness (2017),horror,"An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps but soon suspects that the spa's miraculous treatments are not what they seem."
A Cut Above (2022),"comedy, romance","With his mom's salon on the brink of bankruptcy, a dedicated son rolls up his sleeves to help and discovers himself as the coolest barber on the block."
A Dangerous Method (2011),"drama, thriller","Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung's weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina's spell."
A Date With the Future (2023),drama,"A decade after being rescued from a devastating earthquake, Xu Lai returns to China as a reporter and dog trainer. Reuniting with firefighter Jin Shichuan—who doesn't recognize her—they clash at first but are soon forced to work together to form a search and rescue dog team. As they face life-threatening missions side by side, their past connection resurfaces and a deeper bond begins to grow."
A Day and a Half (2023),"drama, mystery, thriller","In a desperate bid to reunite with his daughter, an armed man bursts into the medical center where his estranged wife works and kidnaps her."
A Deadly Invitation (2023),"comedy, mystery","Eccentric millionaire Olivia sends her half sister Agatha, and a group of old acquaintances, a mysterious invitation for a weekend on her yacht, where they will discover the true motive behind this invitation: the celebration of… a murder?"
